field_1,id,latitude,longitude,place_town,place_coun,kc_af1,kc_am1,kc_pm1,pc_af1,pc_am1,pc_pm1,po_af1,po_am1,po_pm1,tac_af1,tac_am1,tac_pm1
"1104","95318063",47.568541666700000,-120.603316666699996,,Chelan,,,,,,,,,,,,
"1105","95319296",45.517305999999998,-122.718997999999999,Portland,Multnomah,,,,,,,27.434123992919918,15.325811386108398,27.370740890502930,,,
"1106","95320160",45.517305999999998,-122.718997999999999,Portland,Multnomah,,,,,,,27.434123992919918,15.325811386108398,27.370740890502930,,,
"1107","95330503",48.915822975899999,-122.119769118700006,,Whatcom,,,,,,,,,,,,
"1108","95330888",48.924616551000000,-122.078693434599998,,Whatcom,,,,,,,,,,,,
"1109","95331997",48.927723696299999,-122.029430307400006,,Whatcom,,,,,,,,,,,,
"1110","95332515",48.890155807399999,-121.946431025899997,,Whatcom,,,,,,,,,,,,
"1111","95333056",48.902096802899997,-121.911823153499995,,Whatcom,,,,,,,,,,,,
"1112","95440455",48.883770192000000,-122.303786762100003,,Whatcom,,,,,,,,,,,,
"1113","95442070",48.920770736500003,-122.322054281800007,,Whatcom,,,,,,,,,,,,
"1114","95458502",48.241198120000000,-115.974715090000004,,Lincoln,,,,,,,,,,,,
"1115","95458768",48.241221209999999,-115.974750770000000,,Lincoln,,,,,,,,,,,,
"1116","95556782",45.514249126999999,-122.715669207600001,Portland,Multnomah,,,,,,,27.478916168212891,15.196187973022459,27.421672821044918,,,
"1117","95560049",45.513645038999996,-122.719298000300000,Portland,Multnomah,,,,,,,26.459445953369141,15.745503425598145,27.352130889892582,,,
"1118","95560676",45.513523357200000,-122.719418764200000,Portland,Multnomah,,,,,,,26.413038253784180,15.754974365234377,27.348827362060547,,,
"1119","95561389",45.513441194300000,-122.719444110200001,Portland,Multnomah,,,,,,,26.389911651611328,15.770195007324219,27.345396041870117,,,
"1120","95562252",45.513440400699999,-122.719479596699998,Portland,Multnomah,,,,,,,26.368368148803711,15.784837722778320,27.345262527465820,,,
"1121","95562725",45.513373974799997,-122.719567345399994,Portland,Multnomah,,,,,,,26.392995834350582,15.754546165466309,27.337404251098633,,,
"1122","95563529",45.513312259400003,-122.719384498699995,Portland,Multnomah,,,,,,,26.409780502319336,15.723866462707520,27.338098526000977,,,
"1123","95564552",45.513289262299999,-122.719600315700006,Portland,Multnomah,,,,,,,26.459806442260746,15.775509834289551,27.346153259277344,,,
"1124","95565443",45.513763440100000,-122.719480496499997,Portland,Multnomah,,,,,,,26.412044525146484,15.739768028259277,27.368673324584961,,,
"1125","95565881",45.513738138100003,-122.719604695599998,Portland,Multnomah,,,,,,,26.412097930908203,15.741491317749023,27.392087936401367,,,
"1126","95566100",45.513805940200001,-122.719511943499995,Portland,Multnomah,,,,,,,26.405670166015625,15.743316650390623,27.355657577514648,,,
"1127","95569172",45.514506119300002,-122.718595234399999,Portland,Multnomah,,,,,,,26.728616714477539,15.522247314453123,27.346738815307617,,,
"1128","95569344",45.514756283700002,-122.718602326699994,Portland,Multnomah,,,,,,,27.003099441528320,15.474205017089844,27.355722427368164,,,
"1129","95575772",48.712469010000000,-122.511861138000000,,Whatcom,,,,,,,,,,,,
"1130","95577631",48.452607600000000,-123.732922799700006,,Capital,,,,,,,,,,,,
"1131","95578042",49.619278243499998,-125.019728501200007,,Comox-Strathcona,,,,,,,,,,,,
"1132","95599434",47.577283333300002,-122.119308333299998,Bellevue City Limits,King,89.177040100097670,59.160900115966797,84.766212463378906,,,,,,,,,
"1133","95656044",45.514795200400002,-122.718376815300005,Portland,Multnomah,,,,,,,27.004730224609375,15.423458099365234,27.365211486816406,,,
"1134","95682994",48.653971120900003,-122.464751489500003,,Whatcom,,,,,,,,,,,,
"1135","95686548",48.656805164300003,-122.460752986399996,,Whatcom,,,,,,,,,,,,
"1136","95780842",45.511557273599998,-122.717915726900003,Portland,Multnomah,,,,,,,27.463462829589844,14.958097457885742,27.298337936401367,,,
"1137","95781588",45.511627052999998,-122.718156622799995,Portland,Multnomah,,,,,,,27.504774093627930,14.922820091247559,27.298652648925781,,,
"1138","95783362",45.514055839999997,-122.719688169999998,Portland,Multnomah,,,,,,,26.378261566162109,15.750462532043459,27.360830307006836,,,
"1139","95786773",45.512805600000000,-122.716203359999994,Portland,Multnomah,,,,,,,26.948905944824219,15.001931190490723,27.320730209350582,,,
"1140","95788843",45.510168299999997,-122.716496800000002,Portland,Multnomah,,,,,,,27.550222396850582,14.870113372802734,27.241865158081055,,,
"1141","95789426",45.512980689999999,-122.714117950000002,Portland,Multnomah,,,,,,,27.365030288696289,15.112226486206055,27.363395690917969,,,
"1142","95791236",45.512409503599997,-122.715399479599995,Portland,Multnomah,,,,,,,27.240247726440430,14.964782714843750,27.341812133789062,,,
"1143","95792512",45.517181396500000,-122.691711106300005,Portland,Multnomah,,,,,,,31.635078430175781,16.864376068115234,27.913011550903320,,,
"1144","95796150",48.825157320099997,-122.215141765799999,,Whatcom,,,,,,,,,,,,
"1145","95814807",48.827624602400000,-122.177805081000002,,Whatcom,,,,,,,,,,,,
"1146","95877537",45.527018322700002,-122.578748138700007,Portland,Multnomah,,,,,,,31.792032241821289,15.201146125793459,28.614294052124023,,,
"1147","95879069",45.538601232700003,-122.599380025800002,Portland,Multnomah,,,,,,,31.475645065307617,15.270307540893555,29.039102554321289,,,
"1148","95991266",45.549554494299997,-122.588627804200001,Portland,Multnomah,,,,,,,31.643722534179688,15.422561645507812,29.284307479858398,,,
"1149","95992990",45.538975778100003,-122.600599592699993,Portland,Multnomah,,,,,,,31.346904754638672,15.218145370483398,29.280773162841797,,,
"1150","95995137",45.545412618699999,-122.610398205099997,Portland,Multnomah,,,,,,,31.550426483154297,15.247249603271484,28.900814056396484,,,
"1151","96130763",45.580946489500000,-122.573016174100005,Portland,Multnomah,,,,,,,31.913574218750000,16.831163406372070,30.024333953857418,,,
"1152","96135987",45.624932231999999,-122.660919874900003,,Clark,,,,,,,,,,,,
"1153","96143065",48.487041518399998,-122.422026340299993,,Skagit,,,,,,,,,,,,
"1154","96147250",45.692382987199998,-122.658103890700005,,Clark,,,,,,,,,,,,
"1155","96149618",45.712642940800002,-122.707796841900006,,Clark,,,,,,,,,,,,
"1156","96158642",45.518390201099997,-122.714990694199997,Portland,Multnomah,,,,,,,27.593629837036133,16.029445648193359,27.513475418090820,,,
"1157","96166115",45.779407661599997,-122.660438083100004,,Clark,,,,,,,,,,,,
"1158","96253893",45.572490112099999,-122.728009968999999,Portland,Multnomah,,,,,,,31.988338470458984,16.281646728515625,28.872346878051754,,,
"1159","96260488",45.590871967299996,-122.750630043399994,Portland,Multnomah,,,,,,,31.686143875122070,15.696526527404785,29.687801361083984,,,
"1160","96264266",45.533093476300003,-122.806887030599995,,Washington,,,,,,,,,,,,
"1161","96412200",43.648209437900000,-123.852224350000000,,Douglas,,,,,,,,,,,,
"1162","96434447",47.694359166700004,-122.095776944400001,Redmond City Limits,King,89.363914489746094,58.399051666259766,84.834617614746094,,,,,,,,,
"1163","96435374",47.692839083300001,-122.093522694399994,Redmond City Limits,King,89.619247436523438,58.574928283691406,84.955886840820327,,,,,,,,,
"1164","96476929",43.370249240500002,-124.213650673600000,Coos Bay,Coos,,,,,,,,,,,,
"1165","96483487",43.177221786200001,-124.189933240399995,,Coos,,,,,,,,,,,,
"1166","96517215",43.958706524199997,-124.104625582699995,,Lane,,,,,,,,,,,,
"1167","96538903",43.178349884900001,-123.807567581499995,,Coos,,,,,,,,,,,,
"1168","96540895",44.652846948600001,-124.053106717800006,,Lincoln,,,,,,,,,,,,
"1169","96541341",43.731619999999999,-122.442750000000004,,Lane,,,,,,,,,,,,
"1170","96542433",43.739440000000002,-122.458430000000007,,Lane,,,,,,,,,,,,
"1171","96607092",44.632021453800000,-124.039653427900006,,Lincoln,,,,,,,,,,,,
"1172","96631555",46.860020249999998,-122.462445950000003,,Thurston,,,,,,,,,,,,
"1173","96631602",46.859808970000003,-122.462168259999999,,Thurston,,,,,,,,,,,,
"1174","96631683",46.858934110000000,-122.462081960000006,,Thurston,,,,,,,,,,,,
"1175","96631722",46.850497969999999,-122.443295710000001,,Thurston,,,,,,,,,,,,
"1176","96631852",46.850539789999999,-122.436584019999998,,Thurston,,,,,,,,,,,,
"1177","96631941",46.850487670000000,-122.437347040000006,,Thurston,,,,,,,,,,,,
"1178","96631980",46.849324860000003,-122.429479680000000,,Thurston,,,,,,,,,,,,
"1179","96632049",46.849723599999997,-122.430283020000005,,Thurston,,,,,,,,,,,,
"1180","96703914",45.184822291600000,-123.909992426599999,,Tillamook,,,,,,,,,,,,
"1181","96714334",45.426979871900002,-123.805674612499999,,Tillamook,,,,,,,,,,,,
"1182","96720884",45.761233834599999,-123.957856781800004,,Tillamook,,,,,,,,,,,,
"1183","96739254",45.318217909600001,-123.922551870299998,,Tillamook,,,,,,,,,,,,
"1184","96798237",46.189828183700001,-123.811807483400003,,Clatsop,,,,,,,,,,,,
"1185","96805109",46.104173452399998,-123.205124996600006,,Columbia,,,,,,,,,,,,
"1186","96809516",46.350801973000003,-122.904112078200001,,Cowlitz,,,,,,,,,,,,
"1187","96810428",47.008533999999997,-115.006960000000007,,Mineral,,,,,,,,,,,,
"1188","96942626",48.823760728800004,-122.332656718799996,,Whatcom,,,,,,,,,,,,
"1189","96948017",45.468525000000000,-122.634720000000002,Portland,Multnomah,,,,,,,31.291563034057617,15.820286750793459,28.360902786254883,,,
"1190","96953908",48.802645983300003,-122.198659256100001,,Whatcom,,,,,,,,,,,,
"1191","97041514",45.479836666700002,-122.621566666700005,Portland,Multnomah,,,,,,,31.243930816650391,15.624147415161133,29.019298553466797,,,
"1192","97043616",47.643029861099997,-122.102707888899999,Redmond City Limits,King,88.892166137695312,61.529762268066406,86.203666687011719,,,,,,,,,
"1193","97046350",45.465380000000003,-122.591324999999998,Portland,Multnomah,,,,,,,31.758638381958008,13.947767257690430,29.292922973632812,,,
"1194","97048035",47.641847194400000,-122.102847416700001,Redmond City Limits,King,88.645019531250000,61.427646636962891,85.612686157226562,,,,,,,,,
"1195","97048927",45.536949999999997,-122.644700000000000,Portland,Multnomah,,,,,,,31.430202484130859,16.713363647460938,29.296445846557617,,,
"1196","97157713",47.673211666699999,-122.312936666699997,,King,88.019035339355469,61.834316253662109,84.590705871582031,,,,,,,,,
"1197","97158070",47.079306000599999,-122.978534512500005,,Thurston,,,,,,,,,,,,
"1198","97158260",47.674313333299999,-122.315491666699998,,King,88.217437744140625,63.030128479003906,84.593910217285156,,,,,,,,,
"1199","97161232",47.626913333300003,-122.324341666699993,,King,88.868705749511719,62.794170379638672,85.085098266601562,,,,,,,,,
"1200","97217789",45.504219999999997,-122.641533333300004,Portland,Multnomah,,,,,,,31.056486129760746,15.905007362365723,29.494548797607418,,,
"1201","97493630",45.501838333300000,-122.680000000000007,Portland,Multnomah,,,,,,,31.533039093017582,16.221452713012695,27.749879837036133,,,
"1202","97563005",45.513927320800001,-122.718245448000005,Portland,Multnomah,,,,,,,26.644258499145508,15.590624809265137,27.337699890136719,,,
"1203","97563486",45.516085692200001,-122.718795800799995,Portland,Multnomah,,,,,,,27.413969039916992,15.398797035217285,27.374485015869141,,,
"1204","97563867",45.515468023499999,-122.719066660099998,Portland,Multnomah,,,,,,,27.273002624511719,15.543053627014160,27.356155395507812,,,
"1205","97565380",45.511208751600002,-122.718894115699996,Portland,Multnomah,,,,,,,27.276144027709961,14.983496665954590,27.314754486083984,,,
"1206","97566463",45.510858902000003,-122.715310824800000,Portland,Multnomah,,,,,,,27.306859970092773,14.902164459228516,27.296884536743164,,,
"1207","97566874",45.511580156400001,-122.712228305099998,Portland,Multnomah,,,,,,,27.318456649780273,15.045303344726562,27.332502365112305,,,
"1208","97567109",45.511650702700003,-122.711583925400006,Portland,Multnomah,,,,,,,27.258516311645508,15.182733535766602,27.341806411743164,,,
"1209","97656224",45.500766666700002,-122.679496666700004,Portland,Multnomah,,,,,,,31.589397430419918,16.156734466552734,27.710800170898438,,,
"1210","97739553",45.501919999999998,-122.680686666699998,Portland,Multnomah,,,,,,,31.516714096069336,16.229747772216797,27.895879745483398,,,
"1211","97817820",41.538733068299997,-123.656087713700003,,Siskiyou,,,,,,,,,,,,
"1212","97824772",46.909165379999997,-122.915583339999998,,Thurston,,,,,,,,,,,,
"1213","97916981",48.784337061000002,-122.418353632099993,,Whatcom,,,,,,,,,,,,
"1214","98023346",48.898329704100000,-122.660673111700007,,Whatcom,,,,,,,,,,,,
"1215","98026234",45.562598328100002,-122.637146869800006,Portland,Multnomah,,,,,,,31.220611572265625,15.245740890502930,28.725091934204102,,,
"1216","98027597",45.563261755799999,-122.640358479800000,Portland,Multnomah,,,,,,,31.183246612548828,15.165566444396973,29.018133163452148,,,
"1217","98080339",45.507891666699997,-122.595780000000005,Portland,Multnomah,,,,,,,30.828741073608398,15.080407142639160,27.377931594848633,,,
"1218","98122453",48.753901875600000,-122.471425495999995,,Whatcom,,,,,,,,,,,,
"1219","98252186",47.475096666699997,-122.176405000000003,Renton City Limits,King,90.168113708496094,55.271270751953125,81.404655456542983,,,,,,,,,
"1220","98295881",47.547461666700002,-120.692121666700004,,Chelan,,,,,,,,,,,,
"1221","98309621",47.523810365300001,-122.055283030599995,Issaquah City Limits,King,90.187011718750000,55.847202301025391,81.242729187011719,,,,,,,,,
"1222","98310779",47.523912959800001,-122.055248497199997,Issaquah City Limits,King,90.177146911621094,55.875270843505859,81.591552734375014,,,,,,,,,
"1223","98321583",47.551606390700002,-122.048655627399995,Issaquah City Limits,King,89.615783691406250,60.947826385498047,85.724281311035156,,,,,,,,,
"1224","98324124",47.553878333299998,-122.053047166699997,Issaquah City Limits,King,88.219779968261719,59.776969909667969,82.623901367187500,,,,,,,,,
"1225","98331457",47.684066666699998,-122.347038333300006,,King,87.118659973144531,62.841480255126953,84.918632507324219,,,,,,,,,
"1226","98397971",45.386179664700002,-121.832591311100003,,Clackamas,,,,,,,,,,,,
"1227","98406457",45.516552167500002,-122.714041180300001,Portland,Multnomah,,,,,,,27.639392852783203,15.402657508850098,27.412677764892582,,,
"1228","98407614",45.516266666699998,-122.714528333299995,Portland,Multnomah,,,,,,,27.526496887207031,15.320101737976074,27.412988662719727,,,
"1229","98408897",45.516527142699999,-122.714751916699996,Portland,Multnomah,,,,,,,27.467241287231445,15.287768363952637,27.419366836547852,,,
"1230","98409411",45.516447944299998,-122.714846215500003,Portland,Multnomah,,,,,,,27.500070571899418,15.290795326232910,27.417415618896484,,,
"1231","98436205",48.507140039900001,-123.369957899599996,"Saanich, British Columbia",Capital,,,,,,,,,,,,
"1232","98523302",47.668649763300003,-122.417772263299995,,King,90.077445983886719,59.975864410400391,83.846000671386719,,,,,,,,,
"1233","98526875",47.667937420400001,-122.415288202499994,,King,89.518074035644531,58.844474792480469,84.090904235839844,,,,,,,,,
"1234","98534545",47.667625386300003,-122.395972274200005,,King,87.612922668457017,62.489124298095703,84.018394470214844,,,,,,,,,
"1235","98614339",47.229412932099997,-122.398681625099996,Tacoma,Pierce,,,,,,,,,,32.725009918212891,16.397586822509766,29.791004180908203
"1236","98672958",47.519250000000000,-122.098144500000004,,King,88.874443054199219,56.285408020019531,81.127433776855469,,,,,,,,,
"1237","98673164",47.519691666699998,-122.093352833300003,,King,89.282752990722656,56.060264587402344,81.894210815429673,,,,,,,,,
"1238","98673417",47.519271666700000,-122.094588833299994,,King,89.179702758789062,56.103912353515625,81.805534362792983,,,,,,,,,
"1239","99245658",46.722646337900002,-117.004391849000001,,Latah,,,,,,,,,,,,
"1240","99246428",46.722659438900003,-117.004375085199996,,Latah,,,,,,,,,,,,
"1241","99255815",45.496521666699998,-122.616996666700004,Portland,Multnomah,,,,,,,31.149377822875977,15.321830749511719,29.389776229858398,,,
"1242","99256025",45.496466666700002,-122.617294999999999,Portland,Multnomah,,,,,,,31.223571777343754,15.372707366943359,29.406318664550781,,,
"1243","99258672",48.890850867700003,-122.151181474300003,,Whatcom,,,,,,,,,,,,
"1244","99404535",47.151266666700003,-122.344963333300001,,Pierce,,,,83.699996948242188,57.700000762939453,81.199996948242188,,,,32.381275177001953,15.846576690673828,29.443292617797852
"1245","99581530",49.129986111100003,-122.842147222199998,,Greater Vancouver,,,,,,,,,,,,
"1246","99632132",45.652028333300002,-123.295569999999998,,Washington,,,,,,,,,,,,
"1247","99632525",45.651916666699996,-123.296621666700005,,Washington,,,,,,,,,,,,
"1248","99638860",45.438524999999998,-123.067458333299996,,Washington,,,,,,,,,,,,
"1249","99639431",45.653263000000003,-123.299648000000005,,Washington,,,,,,,,,,,,
"1250","99639550",45.653222000000000,-123.299206999999996,,Washington,,,,,,,,,,,,
"1251","99639577",45.631909999999998,-123.350110999999998,,Washington,,,,,,,,,,,,
"1252","99639939",45.652558202000002,-123.296951428100002,,Washington,,,,,,,,,,,,
"1253","99643714",45.651712000000003,-123.296353388900002,,Washington,,,,,,,,,,,,
"1254","99646705",48.768507339000003,-122.444967515800002,,Whatcom,,,,,,,,,,,,
"1255","99647085",48.768898695700003,-122.443759851199999,,Whatcom,,,,,,,,,,,,
"1256","99648706",48.782659207800002,-122.421813011200001,,Whatcom,,,,,,,,,,,,
"1257","99760722",47.595963333299999,-120.659058333299996,,Chelan,,,,,,,,,,,,
"1258","99905381",49.113624999999999,-122.758915999999999,,Greater Vancouver,,,,,,,,,,,,
"1259","99905709",49.110920000000000,-122.762640000000005,,Greater Vancouver,,,,,,,,,,,,
"1260","99906044",49.037314000000002,-122.813573000000005,,Greater Vancouver,,,,,,,,,,,,
"1261","99906602",49.108474999999999,-122.763377000000006,,Greater Vancouver,,,,,,,,,,,,
"1262","99907187",49.115220000000001,-122.771212000000006,,Greater Vancouver,,,,,,,,,,,,
"1263","99989148",47.407986666699998,-121.607636666700003,,King,,,,,,,,,,,,
"1264","100087686",48.668905260000002,-121.280248729999997,,Whatcom,,,,,,,,,,,,
"1265","100119694",45.527008333300003,-122.631591666700004,Portland,Multnomah,,,,,,,31.242387771606445,16.047489166259766,29.244731903076172,,,
"1266","100163782",45.582509958199999,-122.733980314899995,Portland,Multnomah,,,,,,,31.475982666015625,14.513180732727051,29.140216827392582,,,
"1267","100254943",47.761169433600003,-122.477119534600007,,Kitsap,,,,,,,,,,,,
"1268","100349458",47.125488833299997,-122.449453333299999,,Pierce,,,,83.300003051757812,57.799999237060547,79.500000000000000,,,,,,
"1269","100349810",47.125549999999997,-122.449579999999997,,Pierce,,,,83.300003051757812,57.799999237060547,79.500000000000000,,,,,,
"1270","100408079",47.651671666699997,-122.416695000000004,,King,88.959465026855469,60.350685119628906,85.504379272460938,,,,,,,,,
"1271","100408266",47.645021666700003,-122.416746666700007,,King,88.298797607421875,62.888072967529297,86.534172058105469,,,,,,,,,
"1272","100468174",44.036584384699999,-123.058521403000000,Eugene,Lane,,,,,,,,,,,,
"1273","100526645",45.517447488400002,-122.717653792500002,Portland,Multnomah,,,,,,,27.479682922363281,15.281320571899414,27.408205032348633,,,
"1274","100748581",47.600863333299998,-122.172979999999995,Bellevue City Limits,King,89.743431091308594,55.369560241699219,80.657836914062500,,,,,,,,,
"1275","100801304",48.546412208500001,-121.431906558600005,,Skagit,,,,,,,,,,,,
"1276","100830971",47.158794499999999,-122.273858333299998,"Puyallup, WA",Pierce,,,,82.900001525878906,58.200000762939453,79.699996948242188,,,,,,
"1277","100831081",47.157649999999997,-122.270278333299999,"Puyallup, WA",Pierce,,,,82.800003051757812,58.200000762939453,79.300003051757812,,,,,,
"1278","100831166",47.663170000000001,-122.421045000000007,,King,89.987503051757812,56.343711853027344,81.311538696289062,,,,,,,,,
"1279","100844967",47.381774999999998,-122.317221666699993,Des Moines City Limits,King,88.958015441894531,58.686771392822266,85.741943359375014,,,,,,,,,
"1280","100845021",47.381846666700000,-122.317229999999995,Des Moines City Limits,King,88.890983581542983,58.860603332519531,85.811210632324219,,,,,,,,,
"1281","100891304",48.788045149600002,-122.191364653400001,,Whatcom,,,,,,,,,,,,
"1282","100950137",48.744134000000003,-122.430582972200000,,Whatcom,,,,,,,,,,,,
"1283","101023660",47.528086016000003,-121.998962005699994,Issaquah City Limits,King,89.129425048828125,56.199913024902344,81.008560180664062,,,,,,,,,
"1284","101028852",47.527267774599999,-121.999771949000007,Issaquah City Limits,King,89.118057250976562,56.009349822998047,81.011344909667969,,,,,,,,,
"1285","101031093",45.516629209999998,-122.714503710000002,Portland,Multnomah,,,,,,,27.558277130126953,15.277119636535645,27.417512893676754,,,
"1286","101035329",45.516966969999999,-122.718072620000001,Portland,Multnomah,,,,,,,27.459371566772461,15.361223220825195,27.389722824096680,,,
"1287","101035805",45.516828300000000,-122.717878870000007,Portland,Multnomah,,,,,,,27.459672927856445,15.264711380004883,27.387001037597656,,,
"1288","101035868",45.516818160000000,-122.717787599999994,Portland,Multnomah,,,,,,,27.466978073120117,15.259193420410156,27.391019821166992,,,
"1289","101035936",45.517191740000001,-122.717791219999995,Portland,Multnomah,,,,,,,27.547168731689453,15.254582405090332,27.402883529663082,,,
"1290","101036496",48.755006428999998,-122.419747039699999,,Whatcom,,,,,,,,,,,,
"1291","101038565",48.674865236099997,-122.307576723400004,,Whatcom,,,,,,,,,,,,
"1292","101048826",47.195272039999999,-122.457864430000001,Tacoma,Pierce,,,,,,,,,,31.328029632568359,16.363435745239258,29.353742599487305
"1293","101173036",47.691183750000000,-122.108546888899994,Redmond City Limits,King,89.663131713867188,58.374267578125000,85.505401611328125,,,,,,,,,
"1294","101284702",47.784604799999997,-122.195549499999998,Bothell City Limits,Snohomish,,,,,,,,,,,,
"1295","101288321",47.535364215000001,-122.068489544800002,Issaquah City Limits,King,89.592086791992188,57.770118713378906,84.994117736816406,,,,,,,,,
"1296","101427013",47.537736666699999,-122.133216666699994,Bellevue City Limits,King,91.249229431152330,54.405235290527344,82.697692871093750,,,,,,,,,
"1297","101433614",48.275001450900000,-116.617075502899993,,Bonner,,,,,,,,,,,,
"1298","101433964",48.276660284300000,-116.553464904400002,,Bonner,,,,,,,,,,,,
"1299","101493174",47.435656202499999,-121.966675814200002,,King,89.322639465332031,56.525299072265625,81.356086730957017,,,,,,,,,
"1300","101493794",47.436233081300003,-121.964609056399993,,King,,,,,,,,,,,,
"1301","101497650",48.730406677600001,-122.308621991400003,,Whatcom,,,,,,,,,,,,
"1302","101548920",47.861041239999999,-122.087204569999997,,Snohomish,,,,,,,,,,,,
"1303","101560511",45.304103333299999,-122.970375000000004,,Yamhill,,,,,,,,,,,,
"1304","101560551",45.302855000000001,-122.967720000000000,,Yamhill,,,,,,,,,,,,
"1305","101565154",47.698003333300001,-122.392341666700005,,King,88.737663269042983,62.495582580566406,85.458778381347670,,,,,,,,,
"1306","101567000",47.697934959400001,-122.397535316100004,,King,88.549507141113281,62.057689666748047,85.739913940429673,,,,,,,,,
"1307","101567040",47.679476198400003,-122.383563513799999,,King,83.115135192871094,58.859481811523438,80.543968200683594,,,,,,,,,
"1308","101574825",47.683254071299999,-122.376332013899997,,King,87.224563598632812,62.003082275390625,83.808494567871094,,,,,,,,,
"1309","101579714",48.838136008900001,-122.566806860300005,,Whatcom,,,,,,,,,,,,
"1310","101641621",47.247738333299999,-122.480378333299996,Tacoma,Pierce,,,,,,,,,,31.987302780151367,16.639677047729492,29.415779113769531
"1311","101646309",47.659588888899997,-122.355838888899996,,King,87.456802368164062,62.092861175537109,84.139945983886719,,,,,,,,,
"1312","101649325",47.706705555600003,-122.295797222199994,,King,89.290870666503906,60.484416961669922,85.466987609863281,,,,,,,,,
"1313","101652431",47.712863888900003,-122.308416666699998,,King,85.801498413085938,61.396671295166016,82.283081054687500,,,,,,,,,
"1314","101666812",45.472071666700003,-122.678453333299998,Portland,Multnomah,,,,,,,29.768835067749023,15.184647560119627,27.262228012084961,,,
"1315","101712010",47.811129999999999,-121.525596669999999,,Snohomish,,,,,,,,,,,,
"1316","101767862",47.258796666700000,-122.749091666699996,,Pierce,,,,,,,,,,,,
"1317","101783944",47.543047035000001,-122.054190455699995,Issaquah City Limits,King,90.064971923828125,61.772396087646491,87.113113403320327,,,,,,,,,
"1318","101784777",47.541066482900000,-122.049809224200004,Issaquah City Limits,King,90.045104980468750,62.398605346679688,86.761085510253906,,,,,,,,,
"1319","102023719",47.198349362999998,-122.455740401300005,Tacoma,Pierce,,,,,,,,,,30.429252624511719,15.204480171203613,29.582683563232418
"1320","102035369",48.746720470299998,-122.431564517300004,,Whatcom,,,,,,,,,,,,
"1321","102127009",45.438594999999999,-123.066711166700003,,Washington,,,,,,,,,,,,
"1322","102127507",45.438488333300000,-123.067008333299995,,Washington,,,,,,,,,,,,
"1323","102127943",45.438479999999998,-123.067313833300005,,Washington,,,,,,,,,,,,
"1324","102331797",49.268844972200000,-123.134783972199997,,Greater Vancouver,,,,,,,,,,,,
"1325","102331985",49.269177972199998,-123.135208000000006,,Greater Vancouver,,,,,,,,,,,,
"1326","102332049",49.269263000000002,-123.135277972200001,,Greater Vancouver,,,,,,,,,,,,
"1327","102332121",49.268877000000003,-123.135212600000003,,Greater Vancouver,,,,,,,,,,,,
"1328","102363862",45.303900231500002,-122.803694639200003,,Clackamas,,,,,,,,,,,,
"1329","102364082",45.438561666699997,-123.067872166699999,,Washington,,,,,,,,,,,,
"1330","102364262",45.438529698399996,-123.068342008599998,,Washington,,,,,,,,,,,,
"1331","102386262",45.531148000000002,-123.087053999999995,,Washington,,,,,,,,,,,,
"1332","102386538",45.539158000000000,-123.086866999999998,,Washington,,,,,,,,,,,,
"1333","102386679",45.547814000000002,-123.099742000000006,,Washington,,,,,,,,,,,,
"1334","102485742",48.753741838200000,-122.431802228099997,,Whatcom,,,,,,,,,,,,
"1335","102625864",48.667903043400003,-122.327513247699997,,Whatcom,,,,,,,,,,,,
"1336","102678268",48.808201126199997,-122.424474768300001,,Whatcom,,,,,,,,,,,,
"1337","102784541",47.198369999999997,-122.455641666700004,Tacoma,Pierce,,,,,,,,,,30.411506652832031,15.264060020446777,29.602193832397461
"1338","102959113",48.401588333299998,-122.304130000000001,,Skagit,,,,,,,,,,,,
"1339","102960078",47.596625000000003,-122.170721666700004,Bellevue City Limits,King,90.019302368164062,56.557189941406250,80.938468933105469,,,,,,,,,
"1340","102968904",47.598538867999999,-122.168822121399998,Bellevue City Limits,King,90.142127990722656,54.904926300048835,80.377403259277344,,,,,,,,,
"1341","103163200",48.743548573699996,-122.412340454800002,,Whatcom,,,,,,,,,,,,
"1342","103217043",48.977766247399998,-122.534920759499997,,Whatcom,,,,,,,,,,,,
"1343","103263345",47.202625833299997,-122.450998611100005,Tacoma,Pierce,,,,,,,,,,30.708690643310547,15.894236564636230,29.653587341308594
"1344","103306882",47.574988329999996,-121.981665469999996,,King,89.569633483886719,55.160343170166016,82.545280456542983,,,,,,,,,
"1345","103397278",48.100892475599998,-122.591154947899994,,Island,,,,,,,,,,,,
"1346","103446045",48.948013083399999,-122.642361000199998,,Whatcom,,,,,,,,,,,,
"1347","103593057",48.823371565899997,-122.521622367199996,,Whatcom,,,,,,,,,,,,
"1348","103941118",55.242836666700001,-127.577133333299997,,Kitimat-Stikine,,,,,,,,,,,,
"1349","104307533",46.818345000000001,-116.967796666699996,,Latah,,,,,,,,,,,,
"1350","104726927",47.458080000000002,-121.967841666699996,,King,91.130195617675781,55.113708496093750,80.914161682128906,,,,,,,,,
"1351","104731631",47.452900000000000,-121.968391666700001,,King,90.960098266601562,54.799194335937507,79.888008117675781,,,,,,,,,
"1352","104776285",47.441454999999998,-121.969246666700002,,King,88.688171386718750,56.173496246337891,80.991256713867188,,,,,,,,,
"1353","104890795",47.450444069699998,-122.011561682600004,,King,89.401260375976562,56.657936096191406,80.024818420410156,,,,,,,,,
