"","field_1","id","latitude.x","longitude.x","place_town_name.x","place_county_name.x","kc_af1","kc_am1","kc_pm1","pc_af1","pc_am1","pc_pm1","po_af1","po_am1","po_pm1","tac_af1","tac_am1","tac_pm1","uuid","observed_on_string","observed_on","time_observed_at","time_zone","user_id","user_login","user_name","created_at","updated_at","quality_grade","license","url","image_url","sound_url","tag_list","description","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","latitude.y","longitude.y","positional_accuracy","private_place_guess","private_latitude","private_longitude","public_positional_accuracy","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","place_town_name.y","place_county_name.y","place_state_name","place_country_name","place_admin1_name","place_admin2_name","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","field.tree.health.condition","field.tree.canopy.symptoms","field.dieback.percent","field.percent.canopy.affected....","field.number.of.additional.unhealthy.trees..of.same.species..in.area..within.sight.","field.other.factors...are.there.signs.or.symptoms.of.insect..diseases..or.other.damage.","field.optional...what..other.factors..were.observed.","field.optional...tree.size","field.optional...access.to.water","field.optional...estimated.time.spent.to.make.this.observation....of.minutes.","field.tree.number..from.google.map..if.applicable","field.tree.number..from.arboreta.or.other.dataset..if.applicable","field.optional...signs.of.sap.sucker.feeding.","field.notes","field.are.baby.redcedar.trees.present.within.sight.","field.brief.tree.health.description","field.critical.root.zone..within.canopy.drip.line....damage.or.concerns","field.did.the.tree.have.any.bark.discoloration..eg..browning.","field.evidence.of.wood.borers.or.bark.beetles.","field.foliage...deformation","field.foliage...insect.feeding","field.foliage.health.comments","field.leaf.production.or.drop.timing","field.location.name...community.spaces","field.location.type...community.spaces","field.most.prevalent.understory.species","field.other.abnormalities.comments","field.plant.health.condition","field.plant.number..from.tag.or.map.","field.powdery.mildew...percent.coverage","field.powdery.mildew.","field.root.collar...signs.of.disease","field.root.collar.health.comments","field.sample.submitted.to.laboratory.","field.signs.of.sooty.bark.disease.","field.suspected.phytophthora.infection.","field.tree.canopy.symptoms...birch","field.tree.canopy.symptoms...maple","field.tree.canopy.symptoms...wrc...simplified","field.tree.condition","field.tree.diameter","field.tree.diameter..inches.","field.tree.equity.score","field.tree.health.issue","field.tree.height.total..ft.","field.tree.number","field.urban.tree.health.condition","field.woody.tissue....structural.damage","field.woody.tissue...insect.activity","field.woody.tissue...signs.of.disease","field.woody.tissue...symptoms","field.woody.tissues.health.comments","tac.am.c","tac.af.c","tac.pm.c","tac.am.f","tac.af.f","tac.pm.f","mean.temp.daily.f","dist.from.mean.daily.f","mean.temp.daily.c","dist.from.mean.daily.c","Area","dist.from.mean.am.c","dist.from.mean.am.f","dist.from.mean.af.c","dist.from.mean.af.f","dist.from.mean.pm.c","dist.from.mean.pm.f","pc.am.f","pc.af.f","pc.pm.f","pc.am.c","pc.af.c","pc.pm.c","kc.am.f","kc.af.f","kc.pm.f","kc.am.c","kc.af.c","kc.pm.c","pl.am.c","pl.af.c","pl.pm.c","pl.am.f","pl.af.f","pl.pm.f","Percent.Dieback.Modified","user.estimated.dieback","tree.size.simplified","binary.tree.canopy.symptoms","ordinal.tree.canopy.symptoms","reclassified.tree.canopy.symptoms","top.dieback","thinning","dead","field.dieback.prop"
"655",3441,269508094,47.3104689063,-122.5357508248,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.258056640625,15.5824165344238,25.2882537841797,"6d24ee93-c568-4ebf-b292-18b7ecdca5a4","2025-04-09 12:49:21-07:00","2025-04-09","2025-04-09 19:49:21 UTC","Pacific Time (US & Canada)",8436398,"skupsak","","2025-04-09 19:56:26 UTC","2025-08-21 17:17:48 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269508094","https://inaturalist-open-data.s3.amazonaws.com/photos/484588054/medium.jpg",NA,"","",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3104689063,-122.5357508248,227,"",NA,NA,227,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",5,"","","Not sure","Insect damage on trunk (holes, frass, galleries, etc.)","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sala and huckleberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",43.8,NA,NA,NA,NA,"732",NA,NA,NA,NA,NA,NA,15.5824165344238,26.258056640625,25.2882537841797,60.0483497619628,79.264501953125,77.5188568115235,72.2772361755371,-2.59613145254617,22.3762423197428,-1.44229525141455,"Tacoma",-0.468031753268061,-0.842457155882506,-2.17994533536625,-3.92390160365925,-1.67890866560932,-3.02203559809678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0.05
"656",3442,269508996,47.3098820337,-122.5365781353,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2515239715576,15.9104471206665,25.546257019043,"a1adf4ce-3445-4277-ba73-77e6aa2f549e","2025-04-09 12:50:46-07:00","2025-04-09","2025-04-09 19:50:46 UTC","Pacific Time (US & Canada)",8868242,"ahutc","","2025-04-09 20:02:35 UTC","2025-08-21 17:17:39 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269508996","https://inaturalist-open-data.s3.amazonaws.com/photos/484629720/medium.jpg",NA,"","638, 25.2",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3098820337,-122.5365781353,20,"",NA,NA,20,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",0,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen huckleberry, Oregon grape",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",25.2,NA,NA,NA,NA,"638",NA,NA,NA,NA,NA,NA,15.9104471206665,26.2515239715576,25.546257019043,60.6388048171997,79.2527431488037,77.9832626342774,72.6249368667603,-2.24843076132302,22.5694093704224,-1.24912820073501,"Tacoma",-0.14000116702536,-0.252002100645647,-2.18647800443365,-3.93566040798056,-1.42090543074602,-2.55762977534285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"657",3443,269509533,47.3099412632,-122.536635956,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2515239715576,15.8985567092896,25.5444774627686,"31927000-0b3d-4833-a781-5fae9cd9f637","2025-04-09 13:00:28-07:00","2025-04-09","2025-04-09 20:00:28 UTC","Pacific Time (US & Canada)",8964013,"kate_oliver","Kate Oliver","2025-04-09 20:05:55 UTC","2025-08-21 17:17:29 UTC","research","","https://www.inaturalist.org/observations/269509533","https://static.inaturalist.org/photos/484585269/medium.jpg",NA,"","#733, 41.7”",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3099412632,-122.536635956,20,"",NA,NA,20,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Fair","Healthy",0,"","","Not sure","No selection","","","","","","No Selection","","No Selection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salal and huckleberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",41.7,NA,NA,NA,NA,"733",NA,NA,NA,NA,NA,NA,15.8985567092896,26.2515239715576,25.5444774627686,60.6174020767213,79.2527431488037,77.9800594329835,72.6167348861695,-2.25663274191379,22.5648527145386,-1.25368485661878,"Tacoma",-0.15189157840226,-0.273404841124069,-2.18647800443365,-3.93566040798056,-1.42268498702042,-2.56083297663676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"658",3444,269510183,47.3094780488,-122.5367787817,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2385635375977,16.0099124908447,25.5288600921631,"c79784f8-ae3e-4f76-9082-dcff754fe596","2025-04-09 13:07:53-07:00","2025-04-09","2025-04-09 20:07:53 UTC","Pacific Time (US & Canada)",7028037,"hollyhunter","Ray Lepore","2025-04-09 20:10:55 UTC","2026-05-09 16:24:17 UTC","research","","https://www.inaturalist.org/observations/269510183","https://static.inaturalist.org/photos/484641378/medium.jpg",NA,"","735, 21.4, healthy, some thinning, salal at base, no dieback",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3094780488,-122.5367787817,20,"",NA,NA,20,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Other (please describe in Notes)",0,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other (please describe in Notes)","",21.4,NA,NA,NA,NA,"735",NA,NA,NA,NA,NA,NA,16.0099124908447,26.2385635375977,25.5288600921631,60.8178424835205,79.2294143676759,77.9519481658936,72.6664016723633,-2.20696595571997,22.5924453735352,-1.22609219762221,"Tacoma",-0.0405357968471591,-0.0729644343248808,-2.19943843839355,-3.95898918910839,-1.43830235762592,-2.58894424372666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Unhealthy","Unhealthy","Other","No","No","No",0
"659",3445,269511307,47.3094174051,-122.536589168,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2518768310547,16.0013999938965,25.5523471832275,"9b36db89-b6f0-4cba-9b4e-f37fff78a803","2025-04-09 13:07:22-07:00","2025-04-09","2025-04-09 20:07:22 UTC","Pacific Time (US & Canada)",8436398,"skupsak","","2025-04-09 20:17:07 UTC","2025-08-21 17:16:42 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269511307","https://inaturalist-open-data.s3.amazonaws.com/photos/484589042/medium.jpg",NA,"","",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3094174051,-122.536589168,30,"",NA,NA,30,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",3,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",11.8,NA,NA,NA,NA,"734",NA,NA,NA,NA,NA,NA,16.0013999938965,26.2518768310547,25.5523471832275,60.8025199890137,79.2533782958985,77.9942249298095,72.6833744049072,-2.18999322317605,22.6018746693929,-1.21666290176448,"Tacoma",-0.0490482937953622,-0.0882869288316428,-2.18612514493654,-3.93502526088578,-1.41481526656152,-2.54666747981075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0.03
"660",3446,269512057,47.3094702065,-122.5367761395,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2395362854004,16.039909362793,25.5112590789795,"5f201fc5-7ea8-44f9-bdf1-d7e27420bbab","2025-04-09 13:12:18-07:00","2025-04-09","2025-04-09 20:12:18 UTC","Pacific Time (US & Canada)",8428257,"islandude24","","2025-04-09 20:21:35 UTC","2025-08-21 17:16:31 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269512057","https://inaturalist-open-data.s3.amazonaws.com/photos/484590403/medium.jpg",NA,"","Tree 641, huckle, 32.6 healthy",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3094702065,-122.5367761395,20,"",NA,NA,20,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",0,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huckleberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",32.4,NA,NA,NA,NA,"641",NA,NA,NA,NA,NA,NA,16.039909362793,26.2395362854004,25.5112590789795,60.8718368530274,79.2311653137207,77.9202663421631,72.6744228363037,-2.19894479177952,22.5969015757243,-1.22163599543308,"Tacoma",-0.0105389248988601,-0.0189700648179425,-2.19846569059084,-3.95723824306353,-1.45590337080952,-2.62062606745714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"661",3447,269512639,47.3093882119,-122.5371047006,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2169170379639,16.0160007476807,25.3696403503418,"a81de474-d857-4225-81e6-ddba691b6e38","2025-04-09 13:18:38-07:00","2025-04-09","2025-04-09 20:18:38 UTC","Pacific Time (US & Canada)",8963872,"cjanette","","2025-04-09 20:25:22 UTC","2025-08-21 17:16:21 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269512639","https://inaturalist-open-data.s3.amazonaws.com/photos/484609093/medium.jpg",NA,"","947, 35.3, nearby downed cedar has cedars growing off it, evergreen huckleberry",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3093882119,-122.5371047006,20,"",NA,NA,20,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",0,"","","Not sure","Other (please describe in Notes)","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"evergreen huckleberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",35.3,NA,NA,NA,NA,"947",NA,NA,NA,NA,NA,NA,16.0160007476807,26.2169170379639,25.3696403503418,60.8288013458253,79.190450668335,77.6653526306152,72.5615348815918,-2.31183274649143,22.5341860453288,-1.28435152582858,"Tacoma",-0.0344475400111612,-0.0620055720200909,-2.22108493802735,-3.99795288844923,-1.59752209944722,-2.875539779005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"662",3448,269512868,47.309546876,-122.5364358363,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2548770904541,15.9993829727173,25.5244407653809,"785410a6-71cc-4802-9992-a5c9997ea58a","2025-04-09 13:03:33-07:00","2025-04-09","2025-04-09 20:03:33 UTC","Pacific Time (US & Canada)",8418142,"cbcohan","","2025-04-09 20:26:27 UTC","2025-08-21 17:16:11 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269512868","https://inaturalist-open-data.s3.amazonaws.com/photos/484592244/medium.jpg",NA,"","21.7,  946, old dead tree at base , may be nurse log",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.309546876,-122.5364358363,20,"",NA,NA,20,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",0,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Huckelberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",21.7,NA,NA,NA,NA,"946",NA,NA,NA,NA,NA,NA,15.9993829727173,26.2548770904541,25.5244407653809,60.7988893508911,79.2587787628174,77.9439933776856,72.6672204971314,-2.20614713095189,22.5929002761841,-1.22563729497328,"Tacoma",-0.0510653149745615,-0.0919175669542014,-2.18312488553714,-3.92962479396687,-1.44272168440812,-2.59689903193463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"663",3449,269513185,47.3092366103,-122.5370672231,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2086505889893,16.0351009368896,25.3957691192627,"8d75d67d-b98c-45f3-9fc6-4a83a834fd93","2025-04-09 13:21:53-07:00","2025-04-09","2025-04-09 20:21:53 UTC","Pacific Time (US & Canada)",8428257,"islandude24","","2025-04-09 20:28:04 UTC","2025-08-21 17:16:01 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269513185","https://inaturalist-open-data.s3.amazonaws.com/photos/484594168/medium.jpg",NA,"","Tree 948, 34.5. No understory, healthy",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3092366103,-122.5370672231,20,"",NA,NA,20,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",0,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",34.5,NA,NA,NA,NA,"948",NA,NA,NA,NA,NA,NA,16.0351009368896,26.2086505889893,25.3957691192627,60.8631816864013,79.1755710601807,77.7123844146729,72.583712387085,-2.28965524099831,22.5465068817139,-1.27203068944351,"Tacoma",-0.0153473508022621,-0.0276252314440697,-2.22935138700194,-4.01283249660351,-1.57139333052632,-2.82850799494737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"664",3450,269514162,47.3089509269,-122.5365349332,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2437438964844,16.0688171386719,25.5411205291748,"fbffa9b1-3964-436c-8e29-c02a50d04462","2025-04-09 13:29:30-07:00","2025-04-09","2025-04-09 20:29:30 UTC","Pacific Time (US & Canada)",8428257,"islandude24","","2025-04-09 20:34:38 UTC","2025-08-21 17:15:52 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269514162","https://inaturalist-open-data.s3.amazonaws.com/photos/484594479/medium.jpg",NA,"","Tree 642, 32.9, huckle good.",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3089509269,-122.5365349332,20,"",NA,NA,20,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",0,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huckleberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",32.9,NA,NA,NA,NA,"642",NA,NA,NA,NA,NA,NA,16.0688171386719,26.2437438964844,25.5411205291748,60.9238708496094,79.2387390136719,77.9740169525146,72.7122089385987,-2.16115868948461,22.617893854777,-1.20064371638034,"Tacoma",0.018368850980039,0.033063931764076,-2.19425807950685,-3.94966454311233,-1.42604192061422,-2.5668754571056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"665",3451,269514264,47.3092018268,-122.5367915243,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2300262451172,16.0835971832275,25.4753875732422,"574c2d95-f4ac-46b8-ab32-0b77c9820e81","2025-04-09 13:27:46-07:00","2025-04-09","2025-04-09 20:27:46 UTC","Pacific Time (US & Canada)",8418142,"cbcohan","","2025-04-09 20:35:21 UTC","2025-08-21 17:15:35 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269514264","https://inaturalist-open-data.s3.amazonaws.com/photos/484594751/medium.jpg",NA,"","29.7, 949",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3092018268,-122.5367915243,20,"",NA,NA,20,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",0,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ferns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",29.7,NA,NA,NA,NA,"949",NA,NA,NA,NA,NA,NA,16.0835971832275,26.2300262451172,25.4753875732422,60.9504749298095,79.214047241211,77.855697631836,72.6734066009521,-2.19996102713114,22.596337000529,-1.22220057062841,"Tacoma",0.0331488955356392,0.0596680119641562,-2.20797573087404,-3.97435631557329,-1.49177487654682,-2.68519477778428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"666",3452,269515290,47.3092714654,-122.5368871237,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2269725799561,16.0624732971191,25.4371871948242,"03ba4fee-3458-4902-a117-6913c71eb415","2025-04-09 13:14:38-07:00","2025-04-09","2025-04-09 20:14:38 UTC","Pacific Time (US & Canada)",8436398,"skupsak","","2025-04-09 20:42:27 UTC","2025-08-21 17:15:25 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269515290","https://inaturalist-open-data.s3.amazonaws.com/photos/484596416/medium.jpg",NA,"","",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3092714654,-122.5368871237,22,"",NA,NA,22,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",3,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Huckleberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",14.1,NA,NA,NA,NA,"737",NA,NA,NA,NA,NA,NA,16.0624732971191,26.2269725799561,25.4371871948242,60.9124519348144,79.208550643921,77.7869369506836,72.6359798431396,-2.23738778494364,22.5755443572998,-1.24299321385758,"Tacoma",0.0120250094272407,0.021645016969039,-2.21102939603514,-3.97985291286328,-1.52997525496482,-2.75395545893669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0.03
"667",3453,269515345,47.3088516762,-122.5367327566,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2259998321533,15.9901237487793,25.4693393707275,"5a3fc0ca-86c7-4ca6-a185-6da80a7f6ec0","2025-04-09 13:35:35-07:00","2025-04-09","2025-04-09 20:35:35 UTC","Pacific Time (US & Canada)",8418142,"cbcohan","","2025-04-09 20:42:42 UTC","2025-08-21 17:22:00 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269515345","https://inaturalist-open-data.s3.amazonaws.com/photos/484596505/medium.jpg",NA,"","950, 22.2",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3088516762,-122.5367327566,20,"",NA,NA,20,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",0,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",22.2,NA,NA,NA,NA,"950",NA,NA,NA,NA,NA,NA,15.9901237487793,26.2259998321533,25.4693393707275,60.7822227478027,79.2067996978759,77.8448108673095,72.611277770996,-2.26208985708722,22.5618209838867,-1.25671658727068,"Tacoma",-0.0603245389125604,-0.108584170042604,-2.21200214383795,-3.98160385890831,-1.49782307906152,-2.69608154231075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"668",3454,269515351,47.3090586964,-122.536614428,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2350559234619,16.0807342529297,25.4848670959473,"3fd25a2b-903f-469b-a670-9649e1597324","2025-04-09 13:33:43-07:00","2025-04-09","2025-04-09 20:33:43 UTC","Pacific Time (US & Canada)",7028037,"hollyhunter","Ray Lepore","2025-04-09 20:42:45 UTC","2026-05-09 16:24:17 UTC","research","","https://www.inaturalist.org/observations/269515351","https://static.inaturalist.org/photos/484641509/medium.jpg",NA,"","799, 8.6, healthy, no understory plants ",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3090586964,-122.536614428,26,"",NA,NA,26,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",0,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",8.6,NA,NA,NA,NA,"799",NA,NA,NA,NA,NA,NA,16.0807342529297,26.2350559234619,25.4848670959473,60.9453216552735,79.2231006622314,77.8727607727051,72.6803943634033,-2.19297326467994,22.6002190907796,-1.21831848037775,"Tacoma",0.0302859652378409,0.0545147374281143,-2.20294605252935,-3.96530289455283,-1.48229535384172,-2.66813163691511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
"669",3455,269515407,47.3087073205,-122.5363216984,"Tacoma","Pierce",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2398834228516,16.1109733581543,25.5695724487305,"c1675d94-426d-4272-9ba1-4e0ae47a9e9f","2025-04-09 13:39:19-07:00","2025-04-09","2025-04-09 20:39:19 UTC","Pacific Time (US & Canada)",8428257,"islandude24","","2025-04-09 20:43:11 UTC","2025-08-20 16:27:28 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/269515407","https://inaturalist-open-data.s3.amazonaws.com/photos/484596649/medium.jpg",NA,"","Tree 644, 14.5, no understory, healthy",1,0,"false",3,"Point Defiance Park, Tacoma, WA, US",47.3087073205,-122.5363216984,20,"",NA,NA,20,"","open","false","","","Tacoma","Pierce","Washington","United States","Washington","Pierce","western redcedar","Thuja plicata","western redcedar","Plantae",48252,"Good","Healthy",0,"","","Not sure","No selection","","","","","","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Healthy","",14.5,NA,NA,NA,NA,"644",NA,NA,NA,NA,NA,NA,16.1109733581543,26.2398834228516,25.5695724487305,60.9997520446777,79.2317901611329,78.0252304077149,72.7522575378418,-2.12111009024143,22.6401430765788,-1.17839449457858,"Tacoma",0.0605250704624396,0.108945126832396,-2.19811855313964,-3.95661339565136,-1.39759000105852,-2.51566200190534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","","Healthy","Healthy","Healthy","No","No","No",0
